SourceFile,PlazoPresentacionFecha,OrganismoConvocante,InformacionWeb,Presupuesto,Objeto,Score
20260126_Licitaciones.xlsx,2/17/2026,FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION,contractaciopublica.cat/es/detall-publicacio/90344854-fc78-44a5-8be3-f874766ff26f/300674748,420000,"El objeto del presente contrato es la prestación de un servicio de conceptualización, diseño, producción y servicios asociados de la exposición temporal de MWCapital en el espacio Palau Robert, que se celebrará, en principio, desde junio hasta septiembre de 2026",
20260126_Licitaciones.xlsx,2/9/2026,FUNDACIÓ PRIVADA INSTITUT DE RECERCA DE L'HOSPITAL DE LA SANTA CREU I SANT PAU,contractaciopublica.cat/ca/detall-publicacio/79069519-b4cb-4550-b011-16c672ad628b/300674596,15000,El objeto del presente contrato consiste en la contratación de los “Servicios de diseño y creación web de la memoria anual de 2025 para la Fundación Instituto de Investigación del Hospital de Santa Cruz y San Pablo en versión web y papel”,
20260126_Licitaciones.xlsx,2/9/2026,"CALAFELL EMPRESA MUNICIPAL DE SERVEIS, SA",contractaciopublica.cat/ca/detall-publicacio/506202ab-a226-4da1-9de5-8ed3c6a70866/300663815,56039,"El objeto del presente contrato es la contratación de un servicio integral de comunicación, campañas informativas, producción gráfica y audiovisual, gestión digital y acciones de sensibilización y educación ambiental vinculadas a la gestión de residuos municipales de CEMSSA durante el año 2026",
20260126_Licitaciones.xlsx,2/9/2026,AYUNTAMIENTO DE FORNELLS DE LA SELVA (GIRONA),contractaciopublica.cat/ca/detall-publicacio/c5db5579-4b6d-4215-b2bf-ed5055ce2c9f/300674164,72429.21,"Es objeto del contrato la prestación del servicio de gestión de redes sociales, página web, gestión de la app municipal, agenda quincenal, así como el diseño, montaje, maquetación e impresión de la revista municipal trimestral, carteles, folletos, calendarios y otras publicaciones municipales",
20260126_Licitaciones.xlsx,2/9/2026,"DIRECCIÓN GENERAL DE IBERMUTUA, MUTUA COLABORADORA CON LA SEGURIDAD SOCIAL Nº 274",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=KuiQKqJy2CuGCFcHcNGIlQ%3D%3D,18000,"El objeto de contrato son los Servicios de Comunicación, realización de clipping y apoyo al gabinete de prensa para Ibermutua",
20260126_Licitaciones.xlsx,2/2/2026,CONSORCIO INTERCOMARCAL DE INICIATIVAS SOCIOECONÓMICAS,contractaciopublica.cat/es/detall-publicacio/300674692,10330.58,"Contrato de servicios para la gestión del Coworkfest 2026, Festival de Coworking Rural de Catalunya.",
20260126_Licitaciones.xlsx,2/9/2026,AYUNTAMIENTO DE ROSES (GIRONA),contractaciopublica.cat/ca/detall-publicacio/2e4ad16e-c9d8-47f6-9145-6f2097060c32/300657044,31331.12,"Servicios de producción, grabación y edición de cápsulas audiovisuales en formato vídeo y/o infografía animada o estática para anunciar y difundir las actividades, proyectos y servicios promovidos por el Ayuntamiento de Roses. Se considera que la realización de este servicio es fundamental para la difusión entre la ciudadanía de la actividad de los diferentes ámbitos y servicios municipales (cultural, patrimonial, deportivo, educativo, económico, medioambiental, urbanístico, social, etc), llevados a cabo en Roses por el Ayuntamiento o por terceros en colaboración con el Ayuntamiento",
20260126_Licitaciones.xlsx,,EIT URBAN MOBILITY,,,"Convocatoria de propuestas para la implementación de actividades de marketing digital y difusión para el Campus EIT 26-28
. Mediante el presente procedimiento de licitación, EIT Urban Mobility, en adelante “EIT UM”, busca apoyo profesional para el diseño e implementación de actividades de marketing digital y difusión para el proyecto Campus EIT, mediante la designación de un proveedor de comunicaciones y marketing digital (en adelante, el “Proveedor”). Este documento, junto con sus anexos, constituye una Convocatoria de propuestas (RFP) emitida por EIT Urban Mobility para una posible contratación de servicios en el ámbito del diseño e implementación de actividades de marketing, comunicación y difusión para el Campus EIT. EIT Urban Mobility forma parte del Clúster de Educación y Habilidades Empresariales de EIT Cross KIC (EntrEduSkills), un proyecto paneuropeo conjunto en el marco de Horizonte Europa y del EIT. Este proyecto representa un esfuerzo sin precedentes en el ecosistema educativo del EIT para desarrollar una oferta educativa integral, única e intersectorial que implemente directamente la Unión de Competencias y el Plan Estratégico de Educación STEM. Entre otras iniciativas, EntrEduSkills imparte e implementa el Campus EIT.",
20260126_Licitaciones.xlsx,,EIT URBAN MOBILITY,,,"Convocatoria de propuestas para la implementación de actividades de marketing, comunicación y contenido para la Iniciativa de Talento Tecnológico STEM del EIT 26-28
. Mediante el presente procedimiento de licitación, EIT Urban Mobility, en adelante “EIT UM”, busca apoyo profesional para el diseño e implementación de actividades de marketing, comunicación y contenido para la Iniciativa de Talento Tecnológico STEM del EIT (en adelante “EIT STEM”), mediante la designación de un proveedor de comunicaciones y marketing digital (en adelante “Proveedor”). Este documento, junto con sus anexos, constituye una Convocatoria de propuestas (RFP) emitida por EIT Urban Mobility para una posible contratación de servicios en el ámbito del diseño e implementación de actividades de marketing, comunicación y contenido para la Iniciativa STEM del EIT. EIT Urban Mobility forma parte del Clúster de Educación y Habilidades Empresariales Cross KIC del EIT (EntrEduSkills), un proyecto paneuropeo conjunto en el marco de Horizonte Europa y del EIT. Este proyecto representa un esfuerzo sin precedentes en el ecosistema educativo del EIT para desarrollar una oferta educativa integral, única e intersectorial que implemente directamente la Unión de Competencias y el Plan Estratégico de Educación STEM. Entre otras iniciativas, EntrEduSkills imparte e implementa el EIT STEM.",
20260127_Licitaciones.xlsx,2/10/2026,SECRETARÍA GENERAL DE LA FUNDACIÓN INTERNACIONAL Y PARA IBEROAMÉRICA DE ADMINISTRACIÓN POLÍTICAS PÚBLICAS,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=4vflu2a%2BKWpWhbmkna2nXQ%3D%3D,200000,"Establecimiento de Acuerdo Marco para la contratación de los servicios de apoyo en 1) enfoque de Manejo Integral del Fuego (MIF) y 2) Restauración, protección y uso sostenible de los bosques para las acciones desarrolladas en el marco del programa Amazonía. Lote 1 Servicios de apoyo en enfoque Manejo Integral del Fuego. Lote 2 Servicios de apoyo en bioeconomía y producción sostenible.",
20260127_Licitaciones.xlsx,2/9/2026,"MINISTERIO DE HACIENDA. JEFATURA DE UNIDAD DE MEDIOS INTERNOS -ÁREA DE COMPRAS DE LA COMPAÑÍA ESPAÑOLA DE SEGUROS DE CRÉDITO A LA EXPORTACIÓN S.A., S.M.E. (CESCE)",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=32HdupUJijsIYE3ZiZ%2BxmQ%3D%3D,430000,Elaboración de Publicaciones y Newsletters Cesce,
20260127_Licitaciones.xlsx,1/31/2026,AYUNTAMIENTO DE CALAFELL (TARRAGONA),contractaciopublica.cat/es/detall-publicacio/300675497,14800,Contratación relativa al suministro y servicio de colocación y retirada de distinto material publicitario de las campañas comerciales de promoción económica hasta el 31 de julio de 2026,
20260127_Licitaciones.xlsx,3/4/2026,ICE AGENZIA UFFICIO DI MADRID,ice.traspare.com,591360,"“Licitación europea para la adjudicación de un contrato de arrendamiento de stands, mobiliario y gráficos, así como de servicios relacionados, para la participación italiana en la feria internacional Fruit Attraction 2026, Madrid, del 6 al 8 de octubre",
20260128_Licitaciones.xlsx,2/11/2026,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE TORREJÓN DE ARDOZ (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ZzVE4a9sG1S8ebB%2FXTwy0A%3D%3D,15000,"Servicio de proyección de ""Jueves de cine Español"" y ""Cine en familia""",
20260128_Licitaciones.xlsx,2/4/2026,"AYUNTAMIENTO DE TARRAGONA. SECCIÓN DE CONTRATACIÓN, DE OBRAS Y SERVICIOS",contractaciopublica.cat/es/detall-publicacio/300677002,14950,"Creación y adaptación de folletos digitales interactivos de la Proyecto ConecTarragona, financiado con el Fondo NexT Generation EU en el marco del PRTR.",
20260128_Licitaciones.xlsx,2/10/2026,SEGIB - SECRETARÍA GENERAL IBEROAMERICANA,segib.org/es/contrataciones/,35000,Licitación para la contratación de servicios profesionales para atender las funciones de coordinación de la unidad técnica del programa iberoamericano para la promoción de las artesanías (IBERARTESANÍAS),
20260128_Licitaciones.xlsx,2/1/2026,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE MÓSTOLES (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=zGClXkJb2MnECtSnloz%2BZQ%3D%3D,3000,Servicio de retransmisión audiovisual o streaming a través de internet del XXVII concurso de agrupaciones carnavalescas de Móstoles,
20260128_Licitaciones.xlsx,2/3/2026,FUNDACIÓN PARA LA INVESTIGACIÓN BIOMÉDICA DEL HOSPITAL 12 DE OCTUBRE,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=qVmYd2AK%2FR%2BLAncw3qdZkA%3D%3D,400,"Mejora gráfica de las figuras de artículo científico [Servicios a un ilustrador para que realice las mejoras de las figuras que complementan al artículo científico para la revista “Dialogues in Health” titulado “A Visual Framework for Classifying Adaptive Design Clinical Trials Using the GATE Frame and PICO Terminology”, que responde a un objetivo del estudio]",
20260128_Licitaciones.xlsx,2/3/2026,CONCEJAL DE CONTRATACIÓN DEL AYUNTAMIENTO DE TORREJÓN DE ARDOZ (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=gKO6kFw0lgqcCF8sV%2BqtYA%3D%3D,660,Impresión de fotografías para Exposición X Certamen de Fotografía que tendrá lugar del 5 al 21 de junio de 2026,
20260128_Licitaciones.xlsx,2/13/2026,"METRO DE MADRID, S.A.",contratos-publicos.comunidad.madrid/contrato-publico/servicio-soporte-acciones-institucionales-metro-madrid,125000,Servicio de soporte para acciones institucionales de Metro de Madrid,
20260129_Licitaciones.xlsx,2/12/2026,FUNDACIÓN PARA EL CONOCIMIENTO MADRI+D,contratos-publicos.comunidad.madrid/contrato-publico/s2026001servicios-coordinacion-elaboracion-programas-innodays-madrid-e-innobar,35000,Servicios de coordinación y elaboración de los programas “INNODAYS MADRID” E “INNOBAR MADRID” de la Comunidad de Madrid para la Fundación para el Conocimiento madrimasd,
20260129_Licitaciones.xlsx,2/13/2026,GENERALITAT DE CATALUNYA. DEPARTAMENTO DE INVESTIGACIÓN Y UNIVERSIDADES,contractaciopublica.cat/ca/detall-publicacio/d7c6802e-5e13-4ec7-98b0-a876fd15dce7/300678171,129876.6,"Servicios de diseño, construcción, transporte, montaje y desmontaje, de stands del Consejo Interuniversitario de Cataluña para su participación en ferias internacionales de educación superior de NAFSA y EAIE a realizar durante el año 2026",
20260129_Licitaciones.xlsx,2/26/2026,PATRONATO DE TURISMO DE LA DIPUTACIÓN DE TARRAGONA,contractaciopublica.cat/ca/detall-publicacio/3858001a-9b81-4de3-9a6c-77ff28ed91c1/300678520,4974512.4,"Servicio de publicidad, promoción y apoyo a la comercialización de las marcas turísticas Costa Daurada y Terres de l'Ebre. Lote 1: Servicios de asesoría, desarrollo estratégico, planificación, negociación de precios y descuentos, contratación de espacios publicitarios, contenidos y/o acciones especiales en los medios de comunicación, incluyendo la ejecución, el seguimiento y la evaluación del campamento. Lote 2: Servicios de asesoría, desarrollo estratégico, planificación, negociación de precios y descuentos, contratación de espacios publicitarios, contenidos y/o acciones especiales en los medios ofrecidos por aerolíneas, operadores turísticos y agencias.",
20260129_Licitaciones.xlsx,2/11/2026,ALCALDÍA DEL AYUNTAMIENTO DE MORALZARZAL (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=A7qGmG7HAEdxseVhcqrkhw%3D%3D,54308.59,"Organización eventos populares: Matanza, Cruz de Mayo, Castañada y Luminaria",
20260129_Licitaciones.xlsx,2/12/2026,AYUNTAMIENTO DEL HOSPITALET DE LLOBREGAT (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/423e8b6f-4076-4a48-a989-1043b6973f40/300678609,99000,"Servicios de producción y ejecución de la Fiesta ""Parque de la Ciencia"" (ediciones 2026, 2027 y 2028)",
20260129_Licitaciones.xlsx,2/12/2026,DIRECCIÓN DE COMPRAS DE LA CORPORACIÓN DE RADIO Y TELEVISIÓN ESPAÑOLA S.A,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=KP%2B8dw0obLjpxJFXpLZ%2B2A%3D%3D,25000,Sistema CATV - Premios Goya 2026,
20260129_Licitaciones.xlsx,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA. PRESIDENCIA DE LA COMPAÑÍA ESPAÑOLA DE FINANCIACIÓN DEL DESARROLLO. COFIDES S.A., S.M.E.",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=lH1yXnVFC8wIYE3ZiZ%2BxmQ%3D%3D,240000,"Asesoramiento Financiero, comercial y de mercado para entrada de capital de una empresa de satélites",
20260129_Licitaciones.xlsx,2/12/2026,ORGANISME AUTÒNOM FIRES I MERCATS DE VIC,contractaciopublica.cat/ca/detall-publicacio/e308ec2d-8034-4c0f-ba25-9f74df5f4169/300678170,42000,"El objeto del presente contrato es la prestación del Servicio Integral de Comunicación de Ferias y Mercados del Organismo Autónomo de Ferias y Mercados de Vic (OFIM). El contrato tiene por finalidad garantizar la consultoría, planificación, ejecución, seguimiento y evaluación de todas las acciones de comunicación necesarias para asegurar la difusión eficiente de las ferias organizadas por la OFIM a lo largo del año. Lote 1: Ferias culturales. Lote 2: Ferias deportivas. Lote 3: Ferias tradicionales y de cultura popular. Lote 4: Ferias gastronómicas.",
20260129_Licitaciones.xlsx,2/12/2026,AYUNTAMIENTO DE MADRID. DISTRITO DE HORTALEZA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Jo%2FUJ%2BU6wOizz8fXU2i3eQ%3D%3D,42608.33,Cine de verano en Hortaleza 2026,
20260129_Licitaciones.xlsx,2/4/2026,AYUNTAMIENTO DE BARCELONA,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=14597304,8500,"Servicio para la dinamización, coordinación, soporte logístico y realización de las actividades durante la celebración del día de Sant Jordi en el barrio de Sant Ramon del distrito de las 
Cortes en 2026.",
20260129_Licitaciones.xlsx,2/3/2026,AYUNTAMIENTO DE BARCELONA,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=14568544,4565,"Provisión de servicios y medidas de accesibilidad a la comunicación y de los soportes a la inclusión
 para los espectáculos familiares en el Distrito del Eixample.",
20260129_Licitaciones.xlsx,2/13/2026,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE ALCALÁ DE HENARES (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=cZA8tZ1SEGp%2FR5QFTlaM4A%3D%3D,24038.46,Suministro para la adquisición de una edición facsímil del Fuero Viejo junto con un estudio del mismo,
20260129_Licitaciones.xlsx,2/16/2026,PRESIDENCIA DEL INSTITUTO VALENCIANO DE COMPETITIVIDAD EMPRESARIAL (IVACE),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=20J34M%2Bac835Rey58Yagpg%3D%3D,100000,Servicio de asesoramiento y apoyo en destino a las empresas de la Comunitat Valenciana para su internacionalización en Corea del Sur,
20260130_Licitaciones.xlsx,2/13/2026,DIPUTACIÓN DE GIRONA,contractaciopublica.cat/ca/detall-publicacio/b8d90f08-d1bc-4945-ae47-2fe8e0967b78/300676239,30000,"Girona Excelente es un sello de calidad agroalimentaria creado para impulsar, fomentar y difundir en el ámbito estatal e internacional los productos agroalimentarios gerundenses de la más alta calidad desde 2014. La obtención de la marca Girona Excelente, Sello de Calidad Agroalimentaria, permite a los productos seleccionados utilizar durante 24 meses la marca “ y difusión generales, como la aparición en los materiales divulgativos, campañas de comunicación y publicidad, presencia en redes sociales, etc. Deviene por tanto necesario contratar los servicios de producción, realización, grabación y edición de proyectos audiovisuales para la difusión del sello de calidad agroalimentaria Girona Excelente",
20260130_Licitaciones.xlsx,2/13/2026,DIRECCIÓN GENERAL DE LA ENTIDAD PÚBLICA EMPRESARIAL RED.ES,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=bYfQRQhGgMx%2FR5QFTlaM4A%3D%3D,132261.5,Servicio de organización del espacio Red.es en el 40 encuentro de la economía digital y las telecomunicaciones,
20260130_Licitaciones.xlsx,3/4/2026,MINISTERIO DE HACIENDA. DIRECCIÓN DEL SERVICIO DE GESTIÓN ECONÓMICA DE LA AGENCIA ESTATAL DE LA ADMINISTRACIÓN TRIBUTARIA,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=zj0EOCvtBIyFQ%2FlhRK79lA%3D%3D,69385.4,"Servicios de edición, maquetación, impresión y distribución del Manual práctico de Sociedades 2025 y del Manual práctico de IVA 2026 [Lote 1: Manual práctico de Sociedades 2025 - Lote 2: Manual práctico de IVA 2026]

",
20260130_Licitaciones.xlsx,2/13/2026,FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION,contractaciopublica.cat/es/detall-publicacio/5c9cb83a-726c-4878-a9c9-13d43d99de37/300680280,52580.36,"El objeto del presente contrato consiste en la prestación de un servicio de atención al público durante la celebración del evento Talent Arena 2026, orientado a la atención, información, orientación e interacción con las personas asistentes, con el fin de garantizar el correcto desarrollo del evento y una experiencia adecuada para el público",
20260130_Licitaciones.xlsx,2/12/2026,AYUNTAMIENTO DE HOSTALRIC (GIRONA),contractaciopublica.cat/ca/detall-publicacio/e477b028-270e-4207-b883-b1fa4867977d/300680125,16500,Prestación de los servicios de comunicación y gestión de redes sociales del Ayuntamiento de Hostalric. Las principales tareas a desarrollar se encuentran detalladas en el Pliego de prescripciones técnicas,
20260130_Licitaciones.xlsx,,AYUNTAMIENTO DE LA BISBAL DEL PENEDÈS (TARRAGONA). CONTRATACIÓN,contractaciopublica.cat/es/detall-publicacio/300679651,33396,Servicio de comunicación institucional y gestión de redes,
20260130_Licitaciones.xlsx,2/16/2026,CONSORCI DEL BAGES PER A LA GESTIÓ DE RESIDUS,contractaciopublica.cat/ca/detall-publicacio/f7895d8f-75f4-41a5-97e2-57e9a0409f05/300676065,123870,Servicio de comunicación y gestión de redes sociales,
20260130_Licitaciones.xlsx,2/16/2026,"PRESIDENCIA EJECUTIVA DE LA AGENCIA E.F.E. S.A.U., S.M.E",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=oQ9QkRwoTpp70UvEyYJSGw%3D%3D,32500,Producción del acto de entrega de los premios internacionales rey de España de Periodismo,
20260130_Licitaciones.xlsx,2/16/2026,DIRECCIÓN DEL CONSORCIO UNIVERSITARIO DEL CENTRO ASOCIADO DE LA UNED EN MADRID-SUR,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=GKGl0ISw2YL%2Fa9DgO%2BoYKQ%3D%3D,23500,Servicios de comunicación digital institucional para el Centro Asociado de la UNED en Madrid Sur,
20260130_Licitaciones.xlsx,2/16/2026,ALCALDÍA DEL AYUNTAMIENTO DE GIJÓN (ASTURIAS),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=QdrKxksUdx2FlFRHfEzEaw%3D%3D,72000,Servicio de grabación y producción de vídeos de carácter institucional para el gabinete de prensa del Ayuntamiento de Gijón/Xixón,2
20260130_Licitaciones.xlsx,3/11/2026,EUROPEAN AGENCY FOR SAFETY AND HEALTH AT WORK (EU-OSHA),ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/tender-details/260fa083-ffe2-47d5-b12d-6afaf32ad21c-CN?#anchorDocumentsCanal,1500000,"Organización de eventos corporativos
. Este procedimiento tiene como objetivo seleccionar una empresa que preste servicios de gestión de eventos, específicamente para apoyar a la EU-OSHA en la organización de eventos corporativos y facilitar la participación de la Agencia en eventos externos.",3
20260130_Licitaciones.xlsx,2/19/2026,DIPUTACIÓN DE BARCELONA,seuelectronica.diba.cat,405304.68,"Servicio de subtitulado para las proyecciones cinematográficas y DCP (Digital Cinema Package), y para los vídeos que forman parte de las exposiciones e instalaciones artísticas audiovisuales y los vídeos que el CCCB publica online",1
20260202_Licitaciones.xlsx,3/2/2026,"CONSEJO DE ADMINISTRACIÓN DE ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, E.P.E",contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=zdVU5usgeF2GCFcHcNGIlQ%3D%3D,2748979,"Servicio de consultoría para el desarrollo y conceptualización del espacio expositivo “La Casa del Comercio” en torno al comercio internacional y su impacto en la cultura y la civilización, que ICEX tiene previsto establecer en su nueva sede de avenida de Manoteras, 28, Madrid",2
20260202_Licitaciones.xlsx,2/16/2026,"VILADECANS QUALITAT, S.L",contractaciopublica.cat/ca/detall-publicacio/45a17ad7-319a-4b3b-a92a-4870921f28c4/300681114,115000,Procedimiento abierto no sujeto a regulación armonizada por la contratación de los Servicios de analítica de usos y tendencias de consumo de la programación estable de Atrium Viladecans y gestión de acciones de nuevos públicos,3
20260202_Licitaciones.xlsx,2/18/2026,AYUNTAMIENTO DE MADRID. DISTRITO DE CHAMARTÍN,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=H91lWhA6aux%2FP7lJ7Fu0SA%3D%3D,324628.37,"Diseño, planificación y ejecución de un programa cultural de carácter científico-divulgativo para el barrio de la ciencia en Madrid (Distrito de Chamartín)",2
20260202_Licitaciones.xlsx,2/15/2026,AYUNTAMIENTO DE DELTEBRE (TARRAGONA),contractaciopublica.cat/ca/detall-publicacio/f75c40f9-650e-4b90-8a4e-fae0e7c0be58/300680603,21198.34,"Lote 1 Diseños anuales: Servicios de diseño gráfico recurrentes y de soporte continuado a la comunicación institucional del Ayuntamiento de Deltebre. Lote 2 Diseños #DeltebreProyección: Servicios de diseño gráfico vinculados a la promoción del municipio, proyección turística y difusión de eventos y acciones estratégicas. Lote 3 Diseños revista Desaigüe: Servicios de diseño, maquetación y redacción del boletín de información municipal Desaigüe",3
20260202_Licitaciones.xlsx,2/16/2026,CONSELL COMARCAL DEL VALLÈS ORIENTAL (BARCELONA),contractaciopublica.cat/ca/detall-publicacio/dba3fdd0-f23a-4d47-b1d7-c83bbfc7b6ba/300679703,35380.87,"1. El objeto de este contrato es la prestación del Servicio de Oficina en materia de Agenda 2030 y Objetivos de Desarrollo Sostenible (ODS) en los ayuntamientos de la comarca del Vallès Oriental. El tipo de servicio es especializado dado que las demandas y tipología de situaciones recibidas son muy variadas, en función del nivel de implementación de la Agenda 2030 y los ODS en cada ente local",3
20260202_Licitaciones.xlsx,3/14/2026,GERENCIA DE LA FUNDACIÓN ENAIRE F.S.P,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=BkuAwZJHEVFQFSeKCRun4Q%3D%3D,10082.64,"ARCO 2026. Constituye el objeto del contrato la prestación del servicio de ejecución del diseño gráfico predeterminado, producción gráfica, cobertura audiovisual, mediación cultural y transporte, montaje y desmontaje de obras para el stand de la Feria ARCO 2026",3
20260202_Licitaciones.xlsx,4/16/2026,AENA - AEROPUERTOS ESPAÑOLES Y NAVEGACIÓN AÉREA,empresas.aena.es/empresas-contratacion/,,Arrendamiento de espacios para la actividad publicitaria y promocional en aeropuerto de la red de Aena.,2
20260202_Licitaciones.xlsx,2/6/2026,INSTITUTO DE CULTURA DE BARCELONA,licitacions.bcn.cat/licitacion/licitaciones/detalle?id=14623524,14995,Servicios de fotografía de prensa y artística para diferentes festivales y actividades culturales promovidas por el ICUB en 2026 y 2027.,2
20260202_Licitaciones.xlsx,2/9/2026,AYUNTAMIENTO DE CALAFELL (TARRAGONA),contractaciopublica.cat/es/detall-publicacio/300680860,14800,Contratación del servicio de un evento planner y un social media manager para las actuaciones de la dinamización económica del área de promoción económica entre el 1 de marzo de 2026 y el 31 de enero de 2027,4
20260202_Licitaciones.xlsx,2/11/2026,AYUNTAMIENTO DE VILADECANS (BARCELONA),contractaciopublica.cat/es/detall-publicacio/300680836,8264.46,"Contratación de los servicios de diseño e implementación de una campaña de captación de jóvenes que participen en la definición y puesta en práctica de una metodología de participación juvenil, financiado por el ministerio de derechos sociales, consumo y agenda 2030",4
20260202_Licitaciones.xlsx,3/2/2026,CRUZ ROJA,www2.cruzroja.es/licitaciones,80000,Selección de agencia de redes sociales Cruz Roja Española.,5
20260202_Licitaciones.xlsx,2/6/2026,MUSEO DEL PRADO,museodelpradodifusion.es/archivos/4127,,Solicitud de presupuesto para el copy editing de un catálogo del Museo del Prado. Catálogo «Hans Baldung Grien»,4
20260202_Licitaciones.xlsx,2/6/2026,MUSEO DEL PRADO,museodelpradodifusion.es/archivos/4124,,Solicitud de presupuesto para el copy editing de un catálogo del Museo del Prado. Catálogo «Mariana de Austria»,4
20260202_Licitaciones.xlsx,2/6/2026,JUNTA DE GOBIERNO DEL AYUNTAMIENTO DE ALCOBENDAS (MADRID),contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=2FEB%2FAhYO8IzjChw4z%2FXvw%3D%3D,14900,"Servicios para la producción de los eventos de “Imagina Sound Fest” durante el primer semestre de 2026 de la Concejalía de Juventud, Infancia y Adolescencia del Ayuntamiento de Alcobendas",3
20260202_Licitaciones.xlsx,2/3/2026,COMISIÓN DELEGADA DE LA FUNDACIÓN PARA LA INVESTIGACIÓN BIOMÉDICA DEL HOSPITAL UNIVERSITARIO LA PAZ,contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=a7fTmojH0a2qb7rCcv76BA%3D%3D,25050,Gestion integral de evento : El medico de la puerta de al lado a celebrar en Matadero del 19 al 20 de junio de 2026,1
20260202_Licitaciones.xlsx,2/16/2026,JUNTA DE GOBIERNO LOCAL DEL AYUNTAMIENTO DE TUDELA (NAVARRA),hacienda.navarra.es/sicpportal/mtoAnunciosModalidad.aspx?cod=260130114233370242FD,50000,Organización de los actos de presentación en Madrid y Barcelona de las fiestas de la verdura de Tudela y la gestión de asistentes a dichos actos (2026 y 2027),1
20260202_Licitaciones.xlsx,2/28/2026,ASOCIACIÓN ESPAÑOLA DE FABRICANTES DE ALFALFA DESHIDRATADA (AEFA),www.alfalfaspain.es/proyectos,,"Convocatoria de selección de una agencia implementadora para un programa múltiple destinado a promover los forrajes europeos en Japón, Vietnam, Indonesia y Taiwán
",3
20260203_Licitaciones.xlsx,2/17/2026,INSTITUT DE CULTURA DE BARCELONA,contractaciopublica.cat/ca/detall-publicacio/3a8893d8-c792-47d9-b52b-d3d957a05a7f/300682764,74380.17,"Las prestaciones consisten en la selección de la dirección artística para la programación del Festival Llum de Barcelona, de conformidad con la Cláusula Tercera del PPT",3
20260203_Licitaciones.xlsx,2/17/2026,"XARXA AUDIOVISUAL LOCAL, SL",contractaciopublica.cat/ca/detall-publicacio/3c335ee6-c697-468a-8b35-549edbccf5e5/300682282,29750,"El objeto del presente procedimiento es disponer de un servicio de alquileres ocasionales de equipos de iluminación y del personal que los opere para la grabación de un programa de la XAL. Se pide un número máximo de 35 servicios, a consumir durante un año como máximo. La XAL no se compromete en ningún caso a contratar una cantidad mínima de servicios. Específicamente estarán incluidos todos los servicios, provisiones y suministros que sean necesarios para la ejecución total y completa del contrato en los términos detallados, mientras no se especifique lo contrario en este pliego de prescripciones técnicas",1
20260203_Licitaciones.xlsx,3/5/2026,AYUNTAMIENTO DE GIRONA,contractaciopublica.cat/ca/detall-publicacio/7a3907cc-947b-4352-a4de-9519d6866379/300673866,84000,"El contrato tiene por objeto la prestación integrada del servicio de programación, dinamización, gestión técnica y operativa del servicio público municipal de cine en versión original “Cinema Truffaut”, de acuerdo con las condiciones y requisitos establecidos en el Pliego de prescripciones técnicas",1
